ApplNo	ProductNo	TECode	TESequence	ProductMktStatus
040520	001	AA	1	1
040521	001	AB	1	1
040525	001	AA	1	1
040526	001	AA	1	1
040528	001	AB	1	1
040530	001	AO	1	1
040532	001	AA	1	1
040533	001	AA	1	1
040534	001	AA	1	1
040535	001	AA	1	1
040535	002	AA	1	1
040537	001	AA	1	1
040538	001	AB	1	1
040540	001	AP	1	1
040542	001	AB	1	1
040542	002	AB	1	1
040542	003	AB	1	1
040545	001	AA	1	1
040545	002	AA	1	1
040547	001	AB	1	1
040547	002	AB	1	1
040550	001	AA	1	1
040550	002	AA	1	1
040555	001	AA	1	1
040556	001	AA	1	1
040556	002	AA	1	1
040557	001	AB	1	1
040557	002	AB	1	1
040560	002	AB	1	1
040572	001	AP	1	1
040573	001	AP	1	1
040574	001	AB	1	1
040575	001	AO	1	1
040576	001	AA	1	1
040578	001	AA	1	1
040579	001	AB	1	1
040580	001	AB	1	1
040581	001	AB	1	1
040583	001	AP	1	1
040583	002	AP	1	1
040584	001	AB	1	1
040586	001	AB	1	1
040586	002	AB	1	1
040587	001	AA	1	1
040587	002	AA	1	1
040590	001	AA	1	1
040591	001	AB	1	1
040594	001	AB	1	1
040595	001	AB	1	1
040596	001	AB	1	1
040596	002	AB	1	1
040596	003	AB	1	1
040597	001	AA	1	1
040597	002	AA	1	1
040603	001	AB	1	1
040603	002	AB	1	1
040607	001	AT	1	1
040609	001	AT	1	1
040610	001	AB	1	1
040611	001	AB	1	1
040612	001	AP	1	1
040613	001	AA	1	1
040615	001	AO	1	1
040615	002	AO	1	1
040616	001	AB	1	1
040616	002	AB	1	1
040616	003	AB	1	1
040616	004	AB	1	1
040616	005	AB	1	1
040616	006	AB	1	1
040616	007	AB	1	1
040616	008	AB	1	1
040616	009	AB	1	1
040618	001	AB	1	1
040620	001	AB	1	1
040620	002	AB	1	1
040621	001	AB	1	1
040622	001	AB	1	1
040622	002	AB	1	1
040622	003	AB	1	1
040624	001	AA	1	1
040624	002	AA	1	1
040625	001	AA	1	1
040626	001	AB	1	1
040626	002	AB	1	1
040627	001	AA	1	1
040628	001	AO	1	1
040628	002	AO	1	1
040628	003	AO	1	1
040633	001	AA	1	1
040634	001	AA	1	1
040635	001	AA	1	1
040636	001	AA	1	1
040639	002	AA	1	1
040640	001	AB	1	1
040642	001	AA	1	1
040642	002	AA	1	1
040643	001	AA	1	1
040644	001	AA	1	1
040646	001	AB	1	1
040646	002	AB	1	1
040646	003	AB	1	1
040647	001	AO	1	1
040649	001	AA	1	1
040650	001	AA	1	1
040652	001	AO	1	1
040653	001	AA	1	1
040653	002	AA	1	1
040654	001	AA	1	1
040655	001	AA	1	1
040656	001	AA	1	1
040657	001	AB	1	1
040658	001	AA	1	1
040659	001	AA	1	1
040659	002	AA	1	1
040660	001	AA	1	1
040663	001	AB	1	1
040663	002	AB	1	1
040663	003	AB	1	1
040663	004	AB	1	1
040663	005	AB	1	1
040663	006	AB	1	1
040663	007	AB	1	1
040663	008	AB	1	1
040663	009	AB	1	1
040664	001	AP	1	1
040665	001	AP	1	1
040666	001	AP	1	1
040667	001	AB	1	1
040667	002	AB	1	1
040668	001	AA	1	1
040671	001	AT	1	1
040671	002	AT	1	1
040672	002	AT	1	1
040673	001	AB	1	1
040673	002	AB	1	1
040673	003	AB	1	1
040677	001	AA	1	1
040678	001	TBD	1	1
040678	003	AA	1	1
040682	001	AA	1	1
040682	002	AA	1	1
040684	001	AB	1	1
040686	001	AB	1	1
040688	001	AA	1	1
040700	001	AB	1	1
040701	001	AA	1	1
040702	001	AB	1	1
040702	002	AB	1	1
040703	001	AA	1	1
040704	001	AA	1	1
040707	001	AB	1	1
040708	001	AT	1	1
040710	001	AT	1	1
040712	001	AB	1	1
040712	002	AB	1	1
040713	001	AB	1	1
040715	003	AA	1	1
040716	001	AP	1	1
040717	001	AB	1	1
040717	002	AB	1	1
040718	001	AA	1	1
040719	001	AB	1	1
040719	002	AB	1	1
040721	004	AA	1	1
040723	001	AB	1	1
040724	001	AB	1	1
040724	002	AB	1	1
040725	001	AA	1	1
040726	001	AA	1	1
040727	001	AA	1	1
040728	001	AA	1	1
040729	001	AA	1	1
040730	001	AP	1	1
040731	001	AB	1	1
040731	002	AB	1	1
040732	001	AB	1	1
040733	001	AB	1	1
040733	002	AB	1	1
040733	003	AB	1	1
040734	001	AB	1	1
040734	002	AB	1	1
040735	002	AB	1	1
040735	003	AB	1	1
040736	001	AA	1	1
040737	001	AP	1	1
040737	002	AP	1	1
040738	001	AA	1	1
040739	001	AA	1	1
040740	001	AA	1	1
040741	001	AA	1	1
040742	001	AA	1	1
040743	001	AP	1	1
040743	002	AP	1	1
040745	001	AP	1	1
040745	002	AP	1	1
040745	003	AP	1	1
040746	001	AA	1	1
040747	001	AA	1	1
040748	001	AA	1	1
040749	001	AA	1	1
040750	001	AB	1	1
040750	002	AB	1	1
040750	003	AB	1	1
040754	001	AA	1	1
040755	001	AA	1	1
040756	001	AA	1	1
040757	001	AA	1	1
040759	001	AB	1	1
040760	001	AB	1	1
040761	001	AB	1	1
040761	002	AB	1	1
040761	003	AB	1	1
040762	001	AA	1	1
040765	001	AB	1	1
040766	001	AB	1	1
040767	001	AP	1	1
040768	001	AP	1	1
040769	001	AA	1	1
040770	001	AB	1	1
040771	001	AT	1	1
040772	001	AP	1	1
040773	001	AA	1	1
040774	001	AB	1	1
040774	002	AB	1	1
040775	001	AA	1	1
040776	001	AA	1	1
040777	001	AA	1	1
040778	001	AA	1	1
040779	001	AA	1	1
040780	001	AB	1	1
040780	002	AB	1	1
040781	001	AP	1	1
040782	001	AB	1	1
040782	002	AB	1	1
040782	003	AB	1	1
040784	001	AP	1	1
040785	001	AP	1	1
040785	002	AP	1	1
040786	001	AB	1	1
040787	001	AB	1	1
040788	001	AB	1	1
040789	001	AA	1	1
040789	002	AA	1	1
040790	001	AA	1	1
040791	001	AB	1	1
040792	001	AA	1	1
040793	001	AP	1	1
040794	001	AB	1	1
040794	002	AB	1	1
040796	001	AA	1	1
040797	001	AA	1	1
040797	002	AA	1	1
040798	001	AP	1	1
040798	002	AP	1	1
040800	001	AA	1	1
040800	002	AA	1	1
040802	001	AP	1	1
040803	001	AP	1	1
040804	001	AB	1	1
040804	002	AB	1	1
040804	003	AB	1	1
040805	001	AB	1	1
040805	002	AB	1	1
040805	003	AB	1	1
040806	001	AP	1	1
040807	001	AB	1	1
040807	002	AB	1	1
040807	003	AB	1	1
040808	001	AB	1	1
040808	002	AB	1	1
040808	003	AB	1	1
040809	001	AB	1	1
040809	002	AB	1	1
040810	001	AB	1	1
040810	002	AB	1	1
040811	001	AP	1	1
040812	001	AB	1	1
040812	002	AB	1	1
040812	003	AB	1	1
040813	001	AA	1	1
040814	001	AA	1	1
040816	001	AB	1	1
040816	002	AB	1	1
040816	003	AB	1	1
040816	004	AB	1	1
040816	005	AB	1	1
040816	006	AB	1	1
040821	001	AA	1	1
040821	002	AA	1	1
040823	001	AA	1	1
040827	001	AP	1	1
040828	001	AA	1	1
040832	001	AB	1	1
040833	001	AA	1	1
040836	001	AA	1	1
040836	002	AA	1	1
040837	001	AT	1	1
040838	001	AA	1	1
040840	001	AB	1	1
040841	001	AB	1	1
040842	001	AB	1	1
040843	001	AP	1	1
040844	001	AA	1	1
040844	002	AA	1	1
040845	001	AA	1	1
040847	001	AA	1	1
040847	002	AA	1	1
040850	001	AP	1	1
040851	001	AA	1	1
040851	003	AA	1	1
040853	001	AP	1	1
040855	001	AA	1	1
040855	002	AA	1	1
040855	003	AA	1	1
040855	004	AA	1	1
040857	001	AB	1	1
040858	001	AA	1	1
040858	002	AA	1	1
040858	003	AA	1	1
040858	004	AA	1	1
040859	001	AP	1	1
040860	001	AB	1	1
040863	001	AB	1	1
040863	002	AB	1	1
040863	003	AB	1	1
040864	001	AA	1	1
040865	001	AA	1	1
040866	001	AB	1	1
040866	002	AB	1	1
040870	001	AB	1	1
040870	002	AB	1	1
040874	001	AB	1	1
040874	002	AB	1	1
040874	003	AB	1	1
040875	001	AA	1	1
040876	001	AA	1	1
040879	001	AT	1	1
040882	001	AA	1	1
040886	001	AA	1	1
040886	002	AA	1	1
040887	001	AA	1	1
040888	001	AP	1	1
040888	002	AP	1	1
040888	003	AP	1	1
040888	004	AP	1	1
040888	005	AP	1	1
040889	001	AP	1	1
040890	001	AB	1	1
040891	001	AA	1	1
040893	001	AA	1	1
040893	003	AA	1	1
040894	001	AA	1	1
040897	001	AA	1	1
040897	002	AA	1	1
040897	003	AA	1	1
040897	004	AA	1	1
040898	001	AB	1	1
040898	002	AB	1	1
040898	003	AB	1	1
040899	001	AB	1	1
040899	002	AB	1	1
040899	003	AB	1	1
040901	001	AA	1	1
040901	002	AA	1	1
040901	003	AA	1	1
040901	004	AA	1	1
040902	001	AA	1	1
040903	001	AB	1	1
040903	002	AB	1	1
040903	003	AB	1	1
040904	001	AB	1	1
040905	001	AA	1	1
040907	001	AB	1	1
040907	002	AB	1	1
040911	001	AT	1	1
050006	001	AB	1	1
050007	001	AB	1	1
050007	002	AB	1	1
050023	002	AT	1	1
050065	002	AT	1	1
050108	002	AP	1	1
050141	001	BC	1	1
050162	001	AB	1	1
050162	002	AB	1	1
050162	003	AB	1	1
050207	001	AB	1	1
050207	003	AB	1	1
050405	002	AB	1	1
050405	003	AB	1	1
050405	005	AB	1	1
050420	001	AB	1	1
050429	001	AB	1	1
050441	001	AP	1	1
050475	001	AB	1	1
050475	002	AB	1	1
050479	001	AT	1	1
050536	001	AB	1	1
050537	001	AT	1	1
050537	002	AT	1	1
050541	001	AT	1	1
050542	001	AB	1	1
050542	002	AB	1	1
050547	001	AP	1	1
050547	002	AP	1	1
050547	003	AP	1	1
050547	004	AP	1	1
050557	001	AB	1	1
050558	002	AB	1	1
050558	003	AP	1	1
050558	004	AP	1	1
050564	001	AB	1	1
050564	002	AB	1	1
050567	001	AT	1	1
050573	001	AP	1	1
050574	001	AB2	1	1
050575	001	AB	1	1
050575	002	AB	1	1
050578	001	AP	1	1
050578	002	AP	1	1
050578	003	AP	1	1
050578	004	AP	1	1
050580	002	AP	1	1
050580	003	AP	1	1
050587	001	AP	1	1
050587	002	AP	1	1
050591	001	AB	1	1
050592	001	AB	1	1
050597	001	AB	1	1
050597	002	AB	1	1
050600	001	AB	1	1
050605	001	AB	1	1
050605	002	AB	1	1
050605	003	AB	1	1
050606	001	AB	1	1
050606	002	AB	1	1
050608	001	AP	1	1
050608	002	AP	1	1
050608	005	AP	1	1
050609	001	AP	1	1
050615	001	AB	1	1
050617	001	AT	1	1
050625	001	AB2	1	1
050625	002	AB2	1	1
050625	003	BX	1	1
050627	001	AP	1	1
050630	001	AP	1	1
050639	001	AP	1	1
050639	002	AP	1	1
050639	003	AP	1	1
050641	001	AB	1	1
050641	002	AB	1	1
050641	003	AB	1	1
050649	001	AB	1	1
050649	002	AB	1	1
050662	001	AB	1	1
050662	002	AB	1	1
050672	001	AB	1	1
050672	002	AB	1	1
050679	001	AP	1	1
050679	002	AP	1	1
050679	003	AP	1	1
050680	002	AB	1	1
050682	001	AP	1	1
050684	001	AP	1	1
050684	002	AP	1	1
050684	003	AP	1	1
050684	004	AP	1	1
050698	001	AB	1	1
050698	002	AB	1	1
050706	001	AP	1	1
050706	003	AP	1	1
050708	001	AB	1	1
050708	002	AB	1	1
050708	003	AB	1	1
050710	001	AB	1	1
050710	002	AB	1	1
050711	001	AB	1	1
050715	001	AB1	1	1
050715	002	AB1	1	1
050716	001	AB1	1	1
050718	001	AB	1	1
050718	002	AB	1	1
050720	001	AB	1	1
050722	001	AB	1	1
050723	001	AB	1	1
050725	001	AB	1	1
050725	002	AB	1	1
050726	001	AB	1	1
050726	002	AB	1	1
050730	001	AB	1	1
050731	001	AP	1	1
050733	001	AP	1	1
050734	001	AP	1	1
050741	001	AB	1	1
050746	001	AB	1	1
050754	001	AB	1	1
050754	002	AB	1	1
050755	001	AB	1	1
050756	001	AB	1	1
050756	002	BT	1	1
050760	001	AB	1	1
050760	002	AB	1	1
050775	001	AB	1	1
050778	001	AP	1	1
050778	002	AP	1	1
050780	001	AP	1	1
050780	002	AP	1	1
050782	001	BT	1	1
050783	001	AB	1	1
050784	001	AB	1	1
050785	001	AB	1	1
050788	001	BX	1	1
050789	001	AP	1	1
050791	001	AB	1	1
050795	001	AB	1	1
050795	002	AB	1	1
050795	003	AB	1	1
050796	001	AP	1	1
050796	002	AP	1	1
050801	001	AT	1	1
050802	001	BX	1	1
050803	001	BX	1	1
050805	001	AB	1	1
050808	004	AB	1	1
050808	005	AB	1	1
060014	001	BC	1	1
060304	001	AA	1	1
060456	001	AA	1	1
060456	002	AA	1	1
060469	001	AB	1	1
060469	003	AB	1	1
060582	001	AT	1	1
060613	001	AT	1	1
060657	002	AP	1	1
060657	003	AP	1	1
060704	001	AB	1	1
060704	002	AB	1	1
060707	001	AT	1	1
060707	002	AT	1	1
060711	002	AB	1	1
060711	003	AB	1	1
060716	001	AP	1	1
060733	002	AP	1	1
060764	002	AT	1	1
061395	001	AP	1	1
061395	002	AP	1	1
061395	003	AP	1	1
061395	004	AP	1	1
061395	005	AP	1	1
061395	006	AP	1	1
061454	001	AB	1	1
061454	003	AB	1	1
061490	003	AP	1	1
061490	004	AP	1	1
061490	006	AP	1	1
061639	001	AB	1	1
061639	002	AB	1	1
061773	002	AP	1	1
061773	003	AP	1	1
061773	004	AP	1	1
061837	001	AB	1	1
061837	002	AB	1	1
061904	001	BX	1	1
061905	002	BX	1	1
061926	001	AB	1	1
061926	003	AB	1	1
061931	001	AB	1	1
061931	002	AB	1	1
061931	003	AB	1	1
062031	001	AB	1	1
062031	002	AB	1	1
062058	001	AB	1	1
062058	002	AB	1	1
062117	002	AB	1	1
062117	003	AB	1	1
062118	001	AB	1	1
062118	002	AB	1	1
062124	002	AT	1	1
062129	001	AT	1	1
062196	001	AT	1	1
062216	001	AB	1	1
062216	004	AB	1	1
062225	001	AT	1	1
062226	001	AB	1	1
062226	002	AB	1	1
062226	003	AB	1	1
062226	004	AB	1	1
062226	005	AB	1	1
062279	003	AB	1	1
062286	001	AB	1	1
062286	002	AB	1	1
062291	001	AB	1	1
062303	001	AB	1	1
062304	001	AB	1	1
062304	002	AB	1	1
062307	001	AT	1	1
062341	001	AT	1	1
062349	001	AA	1	1
062351	001	AT	1	1
062356	001	AP	1	1
062356	002	AP	1	1
062364	001	AT	1	1
062366	001	AP	1	1
062373	001	AP	1	1
062373	002	AP	1	1
062373	003	AP	1	1
062373	004	AP	1	1
062373	005	AP	1	1
062373	006	AP	1	1
062373	007	AP	1	1
062373	008	AP	1	1
062373	009	AP	1	1
062373	010	AP	1	1
062396	001	AB	1	1
062396	002	AB	1	1
062414	001	AP	1	1
062414	002	AP	1	1
062414	003	AP	1	1
062414	004	AP	1	1
062414	005	AP	1	1
062414	006	AP	1	1
062414	007	AP	1	1
062414	008	AP	1	1
062414	009	AP	1	1
062414	010	AP	1	1
062420	001	AP	1	1
062420	002	AP	1	1
062421	001	AB	1	1
062423	001	AT	1	1
062427	001	AT	1	1
062447	001	AT	1	1
062452	001	AT	1	1
062468	001	AT	1	1
062472	001	AT	1	1
062474	001	AA	1	1
062475	001	AP	1	1
062477	001	AT	1	1
062483	001	AB	1	1
062488	001	AT	1	1
062500	001	AB	1	1
062500	002	AB	1	1
062505	001	AB	1	1
062506	001	AA	1	1
062512	001	AA	1	1
062517	001	AA	1	1
062527	002	AP	1	1
062527	003	AP	1	1
062527	004	AP	1	1
062531	001	AT	1	1
062533	001	AT	1	1
062535	001	AT	1	1
062538	001	AB	1	1
062569	001	AP	1	1
062599	001	AT	1	1
062602	001	AT	1	1
062612	004	AP	1	1
062635	001	AT	1	1
062638	001	AP	1	1
062638	002	AP	1	1
062640	001	AP	1	1
062640	002	AP	1	1
062640	003	AP	1	1
062640	004	AP	1	1
062644	001	AA	1	1
062659	001	AP	1	1
062659	002	AP	1	1
062662	001	AP	1	1
062662	002	AP	1	1
062662	003	AP	1	1
062662	004	AP	1	1
062663	001	AP	1	1
062663	002	AP	1	1
062663	003	AP	1	1
062663	004	AP	1	1
062664	001	AT	1	1
062675	001	AB	1	1
062676	001	AB	1	1
062677	001	AB	1	1
062687	001	AT	1	1
062702	001	AB	1	1
062702	002	AB	1	1
062703	001	AB	1	1
062703	002	AB	1	1
062713	001	AB	1	1
062713	002	AB	1	1
062719	001	AP	1	1
062719	002	AP	1	1
062719	003	AP	1	1
062732	001	AP	1	1
062732	002	AP	1	1
062737	001	AP	1	1
062737	002	AP	1	1
062738	001	AP	1	1
062738	002	AP	1	1
062746	001	AB	1	1
062756	001	AP	1	1
062756	002	AP	1	1
062772	001	AP	1	1
062791	001	AB	1	1
062791	002	AB	1	1
062797	001	AP	1	1
062797	002	AP	1	1
062800	001	AP	1	1
062801	001	AP	1	1
062803	001	AP	1	1
062814	001	AP	1	1
062814	002	AP	1	1
062814	003	AP	1	1
062814	004	AP	1	1
062814	005	AP	1	1
062814	006	AP	1	1
062814	007	AP	1	1
062814	008	AP	1	1
062814	009	AP	1	1
062814	010	AP	1	1
062814	011	AP	1	1
062814	012	AP	1	1
062814	013	AP	1	1
062814	014	AP	1	1
062822	001	AT	1	1
062825	001	AT	1	1
062831	001	AP	1	1
062831	002	AP	1	1
062831	003	AP	1	1
062838	001	AA	1	1
062840	001	AT	1	1
062870	001	AB	1	1
062876	001	AA	1	1
062881	001	AB	1	1
062882	001	AB	1	1
062883	001	AB	1	1
062884	001	AB	1	1
062889	001	AP	1	1
062901	001	AP	1	1
062911	001	AP	1	1
062912	001	AP	1	1
062912	002	AP	1	1
062921	001	AP	1	1
062921	002	AP	1	1
062921	003	AP	1	1
062927	001	AB	1	1
062927	002	AB	1	1
062931	001	AP	1	1
062933	001	AP	1	1
062933	002	AP	1	1
062935	001	AB	1	1
062936	001	AB	1	1
062938	001	AT	1	1
062943	001	AP	1	1
062945	001	AP	1	1
062949	001	AT	1	1
062975	001	AP	1	1
062981	001	AA	1	1
062981	002	AA	1	1
063000	001	AP	1	1
063009	001	AB	1	1
063009	002	AB	1	1
063011	001	AB	1	1
063029	001	AB	1	1
063029	002	AB	1	1
063038	001	AT	1	1
063065	001	AB	1	1
063065	002	AB	1	1
063067	001	AB	1	1
063067	002	AB	1	1
063076	001	AP	1	1
063083	001	AB	1	1
063083	002	AB	1	1
063097	001	AP	1	1
063097	002	AP	1	1
063097	003	AP	1	1
063100	001	AP	1	1
063111	001	AP	1	1
063112	001	AP	1	1
063116	001	AP	1	1
063117	001	AP	1	1
063140	001	AP	1	1
063142	001	AP	1	1
063145	001	AP	1	1
063146	001	AP	1	1
063181	001	AB	1	1
063206	001	AP	1	1
063207	001	AP	1	1
063208	001	AP	1	1
063209	001	AP	1	1
063209	002	AP	1	1
063211	001	AT	1	1
063214	001	AP	1	1
063216	001	AP	1	1
063239	002	AP	1	1
063239	003	AP	1	1
063277	001	AP	1	1
063304	001	AT	1	1
063305	001	AT	1	1
063313	001	AP	1	1
063315	001	AP	1	1
063329	001	AT	1	1
063336	001	AP	1	1
063336	004	AP	1	1
064013	001	AB	1	1
064013	002	AB	1	1
064022	001	AT	1	1
064028	001	AT	1	1
064030	001	AT	1	1
064032	001	AP	1	1
064032	002	AP	1	1
064042	001	AA	1	1
064045	002	AP	1	1
064046	001	AT	1	1
064047	001	AT	1	1
064048	001	AT	1	1
064052	001	AT	1	1
064053	001	AT	1	1
064063	001	AT	1	1
064064	001	AT	1	1
064065	001	AT	1	1
064067	001	AT	1	1
064068	001	AT	1	1
064071	001	AB	1	1
064071	002	AB	1	1
064076	001	AB	1	1
064076	002	AB	1	1
064082	001	AB	1	1
064082	002	AB	1	1
064093	001	AT	1	1
064096	001	AT	1	1
064097	001	AP	1	1
064101	001	AT	1	1
064103	001	AP	1	1
064117	001	AP	1	1
064117	002	AP	1	1
064118	001	AT	1	1
064120	001	AT	1	1
064124	001	AP	1	1
064125	001	AB	1	1
064125	002	AP	1	1
064126	001	AT	1	1
064134	001	AB	1	1
064135	001	AT	1	1
064136	001	AT	1	1
064140	001	AP	1	1
064140	002	AP	1	1
064142	001	AA	1	1
064144	001	AP	1	1
064144	002	AP	1	1
064144	003	AP	1	1
064150	001	AB	1	1
064150	002	AB	1	1
064153	001	AP	1	1
064159	001	AT	1	1
064160	001	AB	1	1
064163	001	AT	1	1
064171	001	AA	1	1
064180	001	AP	1	1
064180	002	AP	1	1
064184	001	AT	1	1
064187	001	AT	1	1
064191	001	AP	1	1
064192	001	AP	1	1
064192	002	AB	1	1
064211	001	AT	1	1
064216	001	AP	1	1
064217	001	AP	1	1
065000	001	AP	1	1
065003	001	AB1	1	1
065003	002	AB1	1	1
065003	003	AB1	1	1
065004	001	AP	1	1
065005	001	AB	1	1
065005	002	AB	1	1
065005	003	AB	1	1
065006	001	AT	1	1
065007	001	AB	1	1
065007	002	AB	1	1
065013	001	AP	1	1
065016	001	AB	1	1
065016	002	AB	1	1
065017	001	AB1	1	1
065017	002	AB1	1	1
065021	001	AB	1	1
065021	002	AB	1	1
065022	001	AT	1	1
065024	001	AT	1	1
065025	001	AB1	1	1
065026	001	AT	1	1
065028	001	AB	1	1
065028	002	AB	1	1
065031	001	AP	1	1
065031	002	AP	1	1
065033	001	AP	1	1
065033	002	AP	1	1
065035	001	AP	1	1
065036	001	AP	1	1
065040	001	AB2	1	1
065040	002	AB2	1	1
065041	001	AB	1	1
065041	002	AB	1	1
065042	001	AP	1	1
065042	002	AP	1	1
065044	001	AB1	1	1
065044	002	AB1	1	1
065046	001	AP	1	1
065047	001	AP	1	1
065047	002	AP	1	1
065048	001	AB	1	1
065048	002	AP	1	1
065049	001	AT	1	1
065050	001	AP	1	1
065051	001	AP	1	1
065051	002	AP	1	1
065053	001	AB	1	1
065053	002	AB	1	1
065053	003	AB	1	1
065054	001	AB1	1	1
065055	001	AB	1	1
065055	002	AB	1	1
065055	003	AB	1	1
065056	001	AB	1	1
065056	002	AB	1	1
065059	001	AB	1	1
065059	002	AB	1	1
065061	001	AB	1	1
065061	002	AB	1	1
065062	001	AB	1	1
065062	002	AB	1	1
065062	003	AB	1	1
065063	001	AB	1	1
065064	001	AB	1	1
065065	001	AB	1	1
065065	002	AB	1	1
065066	001	AB	1	1
065066	002	AB	1	1
065067	001	AB	1	1
065069	001	AB	1	1
065069	002	AB	1	1
065070	001	AB	1	1
065070	002	AB	1	1
065070	003	AB	1	1
065070	004	AB	1	1
065071	001	AP	1	1
065072	001	AP	1	1
065072	002	AP	1	1
065072	003	AP	1	1
065074	001	AP	1	1
065074	002	AP	1	1
065076	001	AP	1	1
065078	001	AB1	1	1
065079	002	AP	1	1
065079	003	AP	1	1
065081	001	AB	1	1
065081	002	AB	1	1
065082	001	AB	1	1
065082	002	AB	1	1
065083	001	AB	1	1
065083	002	AB	1	1
065085	001	AB	1	1
065088	001	AT	1	1
065089	001	AB	1	1
065089	002	AB	1	1
065093	001	AB	1	1
065094	001	AB	1	1
065094	002	AB	1	1
065095	001	AB	1	1
065096	001	AB	1	1
065098	001	AB	1	1
065098	002	AB	1	1
065101	001	AB	1	1
065102	001	AB	1	1
065106	001	AT	1	1
065108	001	AT	1	1
065110	001	AB1	1	1
065110	002	AB1	1	1
065110	003	AB1	1	1
065112	001	AB	1	1
065115	002	AB	1	1
065115	003	AB	1	1
065116	001	AP	1	1
065117	001	AB	1	1
065118	001	AB	1	1
065118	002	AB	1	1
065118	003	AB	1	1
065119	001	AB	1	1
065119	002	AB	1	1
065120	001	AP	1	1
065121	001	AT	1	1
065122	001	AP	1	1
065122	002	AP	1	1
065123	001	AB	1	1
065124	001	AP	1	1
065124	002	AP	1	1
065124	003	AP	1	1
065125	001	AP	1	1
065125	002	AP	1	1
065125	003	AP	1	1
065125	004	AP	1	1
065131	001	AB	1	1
065131	002	AB	1	1
065131	003	AB	1	1
065132	001	AB	1	1
065132	002	AB	1	1
065133	001	AB2	1	1
065134	001	AB	1	1
065135	001	AB	1	1
065135	002	AB	1	1
065136	001	AB	1	1
065138	001	AT	1	1
065139	001	AB	1	1
065143	001	AP	1	1
065144	001	AB	1	1
065145	001	AB	1	1
065146	001	AB	1	1
065146	002	AB	1	1
065148	001	AA	1	1
065149	002	AP	1	1
065149	003	AP	1	1
065150	001	AB	1	1
065151	001	AP	1	1
065152	001	AB	1	1
065152	002	AB	1	1
065153	001	AB	1	1
065154	001	AB	1	1
065155	001	AB	1	1
065155	002	AB	1	1
065156	001	AB	1	1
065156	002	AB	1	1
065156	003	AB	1	1
065161	001	AB	1	1
065161	002	AB	1	1
065162	001	AB	1	1
065163	001	AB	1	1
065166	001	AB	1	1
065166	002	AB	1	1
065166	003	AB	1	1
065168	001	AP	1	1
065169	001	AP	1	1
065169	002	AP	1	1
065169	003	AP	1	1
065169	004	AP	1	1
065170	001	AB	1	1
065171	001	AB	1	1
065171	002	AB	1	1
065173	001	AA	1	1
065174	001	AB	1	1
065174	002	AB	1	1
065175	001	AT	1	1
065176	001	AP	1	1
065176	002	AP	1	1
065177	001	AP	1	1
065178	001	AB	1	1
065178	002	AB	1	1
065179	001	AP	1	1
065180	001	AP	1	1
065182	001	AB	1	1
065183	001	AT	1	1
065184	001	AT	1	1
065185	001	AP	1	1
065185	002	AP	1	1
065187	001	AT	1	1
065188	001	AP	1	1
065189	001	AB	1	1
065190	001	AB	1	1
065190	002	AB	1	1
065191	001	AB	1	1
065191	002	AB	1	1
065192	001	AB	1	1
065193	001	AB	1	1
065194	001	AB	1	1
065194	002	AB	1	1
065195	001	AB	1	1
065195	002	AB	1	1
065196	001	AP	1	1
065197	001	AP	1	1
065197	002	AP	1	1
065197	003	AP	1	1
065200	001	AB	1	1
065203	001	AT	1	1
065204	001	AP	1	1
065204	002	AP	1	1
065205	001	AB	1	1
065205	002	AB	1	1
065206	001	AP	1	1
065207	002	AB	1	1
065208	001	AB	1	1
065208	002	AB	1	1
065209	001	AB	1	1
065211	001	AB	1	1
065212	001	AB	1	1
065213	001	AT	1	1
065214	001	AP	1	1
065214	002	AP	1	1
065215	001	AB	1	1
065215	002	AB	1	1
065216	001	AT	1	1
065217	001	AB	1	1
065217	002	AB	1	1
065217	003	AB	1	1
065218	001	AB	1	1
065219	001	AT	1	1
065220	001	AA	1	1
065222	001	AP	1	1
065222	002	AP	1	1
065223	001	AB	1	1
065225	001	AB	1	1
065226	001	AP	1	1
065226	002	AP	1	1
065227	001	AP	1	1
065227	002	AP	1	1
065227	003	AP	1	1
065227	004	AP	1	1
065228	001	AB	1	1
065228	002	AB	1	1
065229	001	AB	1	1
065229	002	AB	1	1
065230	001	AP	1	1
065230	002	AP	1	1
065230	003	AP	1	1
065230	004	AP	1	1
065231	001	AP	1	1
065231	002	AP	1	1
065232	001	AP	1	1
065234	001	AB	1	1
065234	002	AB	1	1
065235	001	AB	1	1
065235	002	AB	1	1
065236	001	AB	1	1
065236	002	AB	1	1
065238	001	AP	1	1
065238	002	AP	1	1
065239	001	AP	1	1
065240	001	AP	1	1
065241	001	AP	1	1
065241	002	AP	1	1
065242	001	AB	1	1
065242	002	AB	1	1
065243	001	AB	1	1
065244	001	AP	1	1
065245	001	AP	1	1
065246	001	AB	1	1
065246	002	AB	1	1
065247	001	AP	1	1
065248	001	AB	1	1
065248	002	AB	1	1
065253	001	AB	1	1
065253	002	AB	1	1
065254	001	AT	1	1
065255	001	AB	1	1
065256	001	AB	1	1
065256	002	AB	1	1
065257	001	AB	1	1
065257	002	AB	1	1
065259	001	AB	1	1
065259	002	AB	1	1
065260	001	AB	1	1
065261	001	AB	1	1
065261	002	AB	1	1
065262	001	AP	1	1
065262	002	AP	1	1
065263	001	AP	1	1
065264	001	AB	1	1
065266	001	AB	1	1
065266	002	AB	1	1
