ApplNo	ProductNo	TECode	TESequence	ProductMktStatus
020051	001	AB	1	1
020051	002	AB	1	1
020051	004	AB	1	1
020062	001	AB3	1	1
020062	002	AB3	1	1
020062	003	AB3	1	1
020062	004	AB3	1	1
020062	005	AB3	1	1
020064	001	AB	1	1
020067	002	AB	1	1
020067	003	AB	1	1
020068	001	AP	1	1
020071	002	AB	1	1
020073	001	AP	1	1
020073	002	AP	1	1
020075	001	AP	1	1
020075	002	AP	1	1
020075	003	AP	1	1
020079	001	AT	1	1
020080	001	AP	1	1
020080	003	AB	1	1
020083	001	AB	1	1
020089	001	AB	1	1
020089	002	AB	1	1
020090	001	AB	1	1
020090	002	AB	1	1
020092	001	AB2	1	1
020092	002	AB2	1	1
020092	003	AB2	1	1
020103	001	AB	1	1
020103	002	AB	1	1
020103	003	AB	1	1
020105	001	AP	1	1
020114	001	AB	1	1
020121	001	AB	1	1
020122	001	AP	1	1
020125	001	AB	1	1
020125	002	AB	1	1
020125	003	AB	1	1
020130	002	AB	1	1
020132	001	AB	1	1
020132	002	AB	1	1
020132	003	AB	1	1
020134	001	AP	1	1
020136	001	AB	1	1
020136	002	AB	1	1
020136	003	AB	1	1
020136	004	AB	1	1
020142	002	AB	1	1
020145	001	AB1	1	1
020145	002	AB1	1	1
020145	004	AB1	1	1
020145	005	AB1	1	1
020156	001	AA	1	1
020161	001	AP	1	1
020161	002	AP	1	1
020161	003	AP	1	1
020161	004	AP	1	1
020161	005	AP	1	1
020161	006	AP	1	1
020163	001	AT	1	1
020163	002	AT	1	1
020163	003	AT	1	1
020164	001	AP	1	1
020164	002	AP	1	1
020164	003	AP	1	1
020164	004	AP	1	1
020164	005	AP	1	1
020164	007	AP	1	1
020164	008	AP	1	1
020164	009	AB	1	1
020168	001	BX	1	1
020171	001	AT	1	1
020171	002	AT	1	1
020171	003	AT	1	1
020178	001	AP	1	1
020178	002	AP	1	1
020179	001	AP	1	1
020179	002	AP	1	1
020180	001	AB	1	1
020181	001	AP	1	1
020182	001	AP	1	1
020183	001	AT	1	1
020184	001	AB	1	1
020184	002	AB	1	1
020184	003	AB	1	1
020186	001	AB	1	1
020186	002	AB	1	1
020186	003	AB	1	1
020189	001	AB	1	1
020189	002	AB	1	1
020189	003	AB	1	1
020198	001	AB1	1	1
020198	002	AB1	1	1
020198	003	AB1	1	1
020201	001	AP	1	1
020201	002	AP	1	1
020201	003	AP	1	1
020201	006	AP	1	1
020207	001	AP	1	1
020208	001	AB	1	1
020212	001	AP	1	1
020212	002	AP	1	1
020214	001	AP	1	1
020214	003	AP	1	1
020215	001	AB	1	1
020215	002	AB	1	1
020221	001	AP	1	1
020222	001	AB	1	1
020229	001	AP	1	1
020232	001	AB	1	1
020234	001	AB	1	1
020234	002	AB	1	1
020234	003	AB	1	1
020235	001	AB	1	1
020235	002	AB	1	1
020235	003	AB	1	1
020237	001	AB	1	1
020237	002	AB	1	1
020241	001	AB	1	1
020241	002	AB	1	1
020241	003	AB	1	1
020241	005	AB	1	1
020246	001	AB	1	1
020248	001	AP	1	1
020254	001	AB	1	1
020255	001	AP	1	1
020255	003	AP	1	1
020255	004	AP	1	1
020255	005	AP	1	1
020258	001	AT	1	1
020261	001	AB	1	1
020261	002	AB	1	1
020262	001	AP	1	1
020264	001	AB	1	1
020269	001	AP	1	1
020269	002	AP	1	1
020269	003	AP	1	1
020272	001	AB	1	1
020272	002	AB	1	1
020272	003	AB	1	1
020272	004	AB	1	1
020272	007	AB	1	1
020272	008	AB	1	1
020279	001	AB	1	1
020280	004	BX	1	1
020280	006	BX	1	1
020281	002	AB	1	1
020297	001	AB	1	1
020297	002	AB	1	1
020297	003	AB	1	1
020297	004	AB	1	1
020298	001	AP	1	1
020301	002	AB	1	1
020312	001	AB	1	1
020312	002	AB	1	1
020313	002	AB	1	1
020323	002	AB1	1	1
020323	004	AB1	1	1
020327	002	AP	1	1
020327	003	AP	1	1
020327	004	AP	1	1
020329	001	AB	1	1
020329	002	AB	1	1
020329	003	AB	1	1
020330	001	AB	1	1
020330	002	AB	1	1
020333	001	AB	1	1
020334	001	AB	1	1
020337	001	AB	1	1
020340	001	AB2	1	1
020346	001	AA	1	1
020347	001	AB	1	1
020347	002	AB	1	1
020347	003	AB	1	1
020347	004	AB	1	1
020356	005	AB	1	1
020356	006	AB	1	1
020356	007	AB	1	1
020356	008	AB	1	1
020357	001	AB	1	1
020357	002	AB	1	1
020357	005	AB	1	1
020358	002	AB1	1	1
020358	003	AB1	1	1
020358	004	AB1	1	1
020363	001	AB	1	1
020363	002	AB	1	1
020363	003	AB	1	1
020364	002	AB	1	1
020364	003	AB	1	1
020364	004	AB	1	1
020364	005	AB	1	1
020364	006	AB	1	1
020364	007	AB	1	1
020375	001	AB2	1	1
020375	002	AB2	1	1
020375	003	AB2	1	1
020375	004	AB2	1	1
020375	005	AB	1	1
020375	006	AB	1	1
020379	001	AP	1	1
020379	002	AP	1	1
020379	004	AP	1	1
020380	001	AB	1	1
020386	001	AB	1	1
020386	002	AB	1	1
020386	003	AB	1	1
020387	001	AB	1	1
020387	002	AB	1	1
020387	003	AB	1	1
020388	001	AP	1	1
020393	001	AB	1	1
020394	001	AB	1	1
020397	001	AB	1	1
020400	001	BT	1	1
020401	001	AB4	1	1
020401	002	AB4	1	1
020401	003	AB4	1	1
020401	004	AB4	1	1
020401	005	AB4	1	1
020401	006	AB4	1	1
020404	003	AB	1	1
020405	002	AB	1	1
020405	004	AB	1	1
020406	001	AB	1	1
020406	002	AB	1	1
020408	001	AT	1	1
020412	002	AB	1	1
020412	003	AB	1	1
020412	004	AB	1	1
020412	005	AB	1	1
020413	001	AA	1	1
020415	001	AB	1	1
020415	002	AB	1	1
020415	003	AB	1	1
020444	001	AP	1	1
020444	002	AP	1	1
020449	003	AP	1	1
020449	004	AP	1	1
020468	001	AB	1	1
020478	001	AN	1	1
020479	001	AA	1	1
020482	001	AB	1	1
020482	002	AB	1	1
020482	004	AB	1	1
020487	001	AB	1	1
020487	002	AB	1	1
020491	001	AP	1	1
020496	001	AB	1	1
020496	002	AB	1	1
020496	003	AB	1	1
020498	001	AB	1	1
020503	001	BX	1	1
020504	001	AB	1	1
020505	001	AB	1	1
020505	002	AB	1	1
020505	004	AB	1	1
020505	005	AB	1	1
020508	001	AB	1	1
020509	001	AP	1	1
020509	002	AP	1	1
020519	001	AB	1	1
020528	001	AB	1	1
020528	002	AB	1	1
020528	003	AB	1	1
020531	001	AB	1	1
020538	005	BX	1	1
020538	006	AB1	1	1
020538	007	BX	1	1
020538	008	AB1	1	1
020538	009	BX	1	1
020539	001	AB	1	1
020541	001	AB	1	1
020547	001	AB	1	1
020547	003	AB	1	1
020551	001	AP	1	1
020551	002	AP	1	1
020551	003	AP	1	1
020552	001	BC	1	1
020552	002	BC	1	1
020554	001	AB	1	1
020560	001	AB	1	1
020560	002	AB	1	1
020560	003	AB	1	1
020560	004	AB	1	1
020560	005	AB	1	1
020564	001	AB	1	1
020564	003	AB	1	1
020571	001	AP	1	1
020571	002	AP	1	1
020572	001	AB	1	1
020573	001	AB	1	1
020579	001	AB	1	1
020588	001	AA	1	1
020591	001	AB	1	1
020591	002	AB	1	1
020591	003	AB	1	1
020591	004	AB	1	1
020592	001	AB	1	1
020592	002	AB	1	1
020592	003	AB	1	1
020592	004	AB	1	1
020592	005	AB	1	1
020592	006	AB	1	1
020593	001	AP	1	1
020597	001	AT	1	1
020599	001	AB	1	1
020604	001	BX	1	1
020604	002	BX	1	1
020604	003	BX	1	1
020605	001	AA	1	1
020607	001	AB	1	1
020607	002	AB	1	1
020610	001	AB	1	1
020611	001	AT	1	1
020612	001	AB	1	1
020615	001	AP	1	1
020615	002	AP	1	1
020616	001	AB1	1	1
020616	002	AB1	1	1
020616	003	AB1	1	1
020616	004	AB1	1	1
020616	005	AB1	1	1
020616	006	AB1	1	1
020616	008	AB1	1	1
020634	001	AB	1	1
020634	002	AB	1	1
020634	003	AB	1	1
020635	001	AP	1	1
020635	002	AP	1	1
020635	003	AP	1	1
020635	004	AP	1	1
020635	005	AP	1	1
020636	001	AB	1	1
020638	001	AP	1	1
020639	001	AB	1	1
020639	002	AB	1	1
020639	003	AB	1	1
020639	005	AB	1	1
020639	006	AB	1	1
020639	007	AB	1	1
020646	001	AB	1	1
020646	005	AB	1	1
020647	001	AB	1	1
020649	002	AP	1	1
020649	003	AP	1	1
020649	004	AP	1	1
020655	001	BX	1	1
020655	002	BX	1	1
020655	003	BX	1	1
020655	004	BX	1	1
020658	001	AB	1	1
020658	002	AB	1	1
020658	003	AB	1	1
020658	004	AB	1	1
020658	005	AB	1	1
020658	006	AB	1	1
020658	007	AB	1	1
020667	001	AB	1	1
020667	002	AB	1	1
020667	003	AB	1	1
020667	005	AB	1	1
020667	006	AB	1	1
020667	007	AB	1	1
020671	001	AP	1	1
020675	001	AB	1	1
020675	002	AB	1	1
020690	001	AB	1	1
020690	002	AB	1	1
020696	001	AP	1	1
020699	001	AB	1	1
020699	002	AB	1	1
020699	004	AB	1	1
020702	001	AB	1	1
020702	002	AB	1	1
020702	003	AB	1	1
020702	004	AB	1	1
020710	001	AB	1	1
020711	003	AB2	1	1
020712	001	AB	1	1
020712	002	AB	1	1
020712	003	AB	1	1
020713	001	AB	1	1
020716	001	AB	1	1
020717	001	AB	1	1
020717	002	AB	1	1
020723	001	AB	1	1
020726	001	AB	1	1
020729	001	AB	1	1
020729	002	AB	1	1
020729	003	AB	1	1
020738	005	AB	1	1
020738	006	AB	1	1
020742	001	AT	1	1
020747	001	AB	1	1
020747	002	AB	1	1
020747	003	AB	1	1
020747	004	AB	1	1
020747	005	AB	1	1
020747	006	AB	1	1
020748	001	AB	1	1
020753	001	AB	1	1
020757	001	AB	1	1
020757	002	AB	1	1
020757	003	AB	1	1
020758	002	AB	1	1
020758	003	AB	1	1
020763	001	AB	1	1
020763	002	AB	1	1
020764	001	AB	1	1
020764	002	AB	1	1
020764	004	AB	1	1
020768	001	AB	1	1
020768	002	AB	1	1
020771	001	AB	1	1
020771	002	AB	1	1
020781	001	AB	1	1
020781	002	AB	1	1
020788	001	AB	1	1
020789	001	AB	1	1
020789	002	AB	1	1
020789	003	AB	1	1
020793	001	AP	1	1
020793	002	AA	1	1
020796	001	AB	1	1
020799	001	AT	1	1
020800	001	BX	1	1
020800	002	BX	1	1
020800	003	BX	1	1
020800	004	BX	1	1
020818	001	AB	1	1
020818	002	AB	1	1
020818	003	AB	1	1
020818	004	AB	1	1
020818	005	AB	1	1
020819	001	AP	1	1
020819	002	AP	1	1
020822	001	AB	1	1
020822	002	AB	1	1
020822	003	AB	1	1
020823	003	AB	1	1
020823	004	AB	1	1
020823	005	AB	1	1
020823	006	AB	1	1
020825	001	AB	1	1
020825	002	AB	1	1
020825	003	AB	1	1
020825	004	AB	1	1
020829	002	AB	1	1
020830	001	AB	1	1
020830	002	AB	1	1
020835	001	AB	1	1
020835	002	AB	1	1
020835	003	AB	1	1
020837	001	AN	1	1
020837	002	AN	1	1
020837	003	AN	1	1
020837	004	AN	1	1
020838	001	AB	1	1
020838	002	AB	1	1
020838	003	AB	1	1
020838	004	AB	1	1
020839	001	AB	1	1
020839	002	AB	1	1
020844	001	AB	1	1
020844	002	AB	1	1
020857	001	AB	1	1
020859	001	AB	1	1
020859	002	AB	1	1
020862	002	AB	1	1
020863	001	AB	1	1
020863	002	AB	1	1
020864	001	AB	1	1
020864	002	AB	1	1
020865	001	AB	1	1
020865	002	AB	1	1
020868	001	AB	1	1
020869	001	AT	1	1
020882	001	AB	1	1
020882	002	AB	1	1
020883	001	AP	1	1
020884	001	AB	1	1
020897	001	AB	1	1
020897	002	AB	1	1
020897	003	AB	1	1
020901	001	AB	1	1
020903	002	AB	1	1
020905	001	AB	1	1
020905	002	AB	1	1
020907	001	AB	1	1
020907	002	AB	1	1
020929	001	AN	1	1
020929	002	AN	1	1
020933	001	AA	1	1
020934	001	AB	1	1
020936	001	AB	1	1
020936	002	AB	1	1
020936	003	AB	1	1
020938	001	AB	1	1
020938	002	AB	1	1
020943	001	AB	1	1
020943	002	AB	1	1
020943	003	AB	1	1
020949	001	AN	1	1
020949	002	AN	1	1
020950	001	AN	1	1
020955	001	AB	1	1
020963	001	AB	1	1
020963	002	AB	1	1
020971	001	AP	1	1
020977	001	AB	1	1
020983	001	BX	1	1
020987	001	AB	1	1
020987	002	AB	1	1
020988	001	AP	1	1
020989	002	AB	1	1
020990	001	AA	1	1
021009	001	AT	1	1
021011	001	AB	1	1
021011	002	AB	1	1
021011	003	AB	1	1
021014	001	AB	1	1
021014	002	AB	1	1
021014	003	AB	1	1
021015	002	BX	1	1
021022	001	AT	1	1
021029	001	AB	1	1
021029	002	AB	1	1
021029	003	AB	1	1
021029	004	AB	1	1
021029	005	AB	1	1
021029	006	AB	1	1
021035	001	AB	1	1
021035	002	AB	1	1
021035	003	AB	1	1
021035	004	AB	1	1
021040	001	AB	1	1
021045	002	AB	1	1
021046	001	AA	1	1
021068	001	AA	1	1
021071	002	AB	1	1
021071	003	AB	1	1
021071	004	AB	1	1
021073	001	AB	1	1
021073	002	AB	1	1
021073	003	AB	1	1
021078	001	AB	1	1
021086	001	AB	1	1
021086	002	AB	1	1
021086	003	AB	1	1
021086	004	AB	1	1
021090	001	AB	1	1
021093	001	AB	1	1
021093	002	AB	1	1
021093	003	AB	1	1
021098	001	AB	1	1
021113	001	AP	1	1
021113	002	AP	1	1
021116	001	AB4	1	1
021116	002	AB4	1	1
021116	003	AB4	1	1
021116	004	AB4	1	1
021116	005	AB4	1	1
021116	006	AB4	1	1
021116	007	AB4	1	1
021116	008	AB4	1	1
021116	009	AB4	1	1
021116	010	AB4	1	1
021116	011	AB4	1	1
021116	012	AB4	1	1
021121	002	AB	1	1
021121	003	AB	1	1
021121	004	AB	1	1
021123	001	AB	1	1
021127	001	AT	1	1
021129	001	AA	1	1
021131	001	AP	1	1
021142	001	AB1	1	1
021148	008	BX	1	1
021148	009	BX	1	1
021151	001	AB2	1	1
021151	002	AB2	1	1
021151	003	AB2	1	1
021152	001	AB	1	1
021159	001	AT	1	1
021160	003	AB	1	1
021165	001	AB	1	1
021168	001	AB	1	1
021168	002	AB	1	1
021169	001	AB	1	1
021169	002	AB	1	1
021169	003	AB	1	1
021171	001	AP	1	1
021171	002	AP	1	1
021171	003	AP	1	1
021171	004	AP	1	1
021178	001	AB	1	1
021178	002	AB	1	1
021178	003	AB	1	1
021183	001	AB	1	1
021183	002	AB	1	1
021183	003	AB	1	1
021183	004	AB	1	1
021199	001	AT	1	1
021202	001	AB1	1	1
021202	004	AB	1	1
021204	001	AB	1	1
021204	002	AB	1	1
021208	001	AB	1	1
021208	002	AB	1	1
021208	003	AB	1	1
021210	001	AB1	1	1
021210	001	AB2	2	1
021210	001	AB3	3	1
021210	002	AB1	1	1
021210	002	AB2	2	1
021210	002	AB3	3	1
021210	003	AB1	1	1
021210	003	AB2	2	1
021210	003	AB3	3	1
021210	004	AB1	1	1
021210	004	AB2	2	1
021210	004	AB3	3	1
021210	005	AB1	1	1
021210	005	AB2	2	1
021210	005	AB3	3	1
021210	006	AB1	1	1
021210	006	AB2	2	1
021210	006	AB3	3	1
021210	007	AB1	1	1
021210	007	AB2	2	1
021210	007	AB3	3	1
021210	008	AB1	1	1
021210	008	AB2	2	1
021210	008	AB3	3	1
021210	009	AB1	1	1
021210	009	AB2	2	1
021210	009	AB3	3	1
021210	010	AB1	1	1
021210	010	AB2	2	1
021210	010	AB3	3	1
021210	011	AB1	1	1
021210	011	AB2	2	1
021210	011	AB3	3	1
021210	012	AB1	1	1
021210	012	AB2	2	1
021210	012	AB3	3	1
021223	002	AP	1	1
021224	001	AA	1	1
021231	001	AB	1	1
021231	002	AB	1	1
021235	001	AB	1	1
021241	001	AB	1	1
021253	001	AP	1	1
021259	001	AB2	1	1
021259	002	AB2	1	1
021259	003	AB	1	1
021259	004	AB2	1	1
021259	005	AB	1	1
021259	006	AB	1	1
021260	001	AB2	1	1
021260	002	AB2	1	1
021260	003	AB2	1	1
021260	004	AB2	1	1
021260	005	AB2	1	1
021260	006	AB2	1	1
021262	001	AT	1	1
021266	001	AB	1	1
021266	002	AB	1	1
021267	001	AP	1	1
021278	001	AB	1	1
021278	002	AB	1	1
021278	003	AB	1	1
021284	001	AB1	1	1
021284	002	AB1	1	1
021284	003	AB1	1	1
021284	004	BX	1	1
021285	001	AB	1	1
021287	001	AB	1	1
021301	001	AB1	1	1
021301	001	AB3	2	1
021301	002	AB1	1	1
021301	002	AB3	2	1
021301	003	AB1	1	1
021301	003	AB3	2	1
021301	004	AB1	1	1
021301	004	AB3	2	1
021301	005	AB1	1	1
021301	005	AB3	2	1
021301	006	AB1	1	1
021301	006	AB3	2	1
021301	007	AB1	1	1
021301	007	AB3	2	1
021301	008	AB1	1	1
021301	008	AB3	2	1
021301	009	AB1	1	1
021301	009	AB3	2	1
021301	010	AB1	1	1
021301	010	AB3	2	1
021301	011	AB1	1	1
021301	011	AB3	2	1
021303	001	AB	1	1
021303	002	AB	1	1
021303	003	AB	1	1
021303	004	AB	1	1
021303	005	AB	1	1
021303	006	AB	1	1
021312	001	AB	1	1
021312	002	AB	1	1
021319	001	AB	1	1
021323	001	AB	1	1
021323	002	AB	1	1
021323	003	AB	1	1
021324	001	AB	1	1
021333	001	AB	1	1
021342	001	AB1	1	1
021342	001	AB2	2	1
021342	001	AB3	3	1
021342	002	AB1	1	1
021342	002	AB2	2	1
021342	002	AB3	3	1
021342	003	AB1	1	1
021342	003	AB2	2	1
021342	003	AB3	3	1
021342	004	AB1	1	1
021342	004	AB2	2	1
021342	004	AB3	3	1
021342	005	AB1	1	1
021342	005	AB2	2	1
021342	005	AB3	3	1
021342	006	AB1	1	1
021342	006	AB2	2	1
021342	006	AB3	3	1
021342	007	AB1	1	1
021342	007	AB2	2	1
021342	007	AB3	3	1
021342	008	AB1	1	1
021342	008	AB2	2	1
021342	008	AB3	3	1
021342	009	AB1	1	1
021342	009	AB2	2	1
021342	009	AB3	3	1
021342	010	AB1	1	1
021342	010	AB2	2	1
021342	010	AB3	3	1
021342	011	AB1	1	1
021342	011	AB2	2	1
021342	011	AB3	3	1
021342	012	AB1	1	1
021342	012	AB2	2	1
021342	012	AB3	3	1
021345	001	AP	1	1
021345	002	AP	1	1
021345	003	AP	1	1
021345	004	AP	1	1
021350	002	BX	1	1
021365	001	AA	1	1
021383	001	AP	1	1
021392	001	AB	1	1
021392	002	AB	1	1
021392	003	AB	1	1
021392	004	AB	1	1
021392	005	AB	1	1
021392	006	AB	1	1
021400	001	AB	1	1
021400	002	AB	1	1
021400	003	AB	1	1
021400	004	AB	1	1
021402	001	AB1	1	1
021402	001	AB2	2	1
021402	002	AB1	1	1
021402	002	AB2	2	1
021402	003	AB1	1	1
021402	003	AB2	2	1
021402	004	AB1	1	1
021402	004	AB2	2	1
021402	005	AB1	1	1
021402	005	AB2	2	1
021402	006	AB1	1	1
021402	006	AB2	2	1
021402	007	AB1	1	1
021402	007	AB2	2	1
021402	008	AB1	1	1
021402	008	AB2	2	1
021402	009	AB1	1	1
021402	009	AB2	2	1
021402	010	AB1	1	1
021402	010	AB2	2	1
021402	011	AB1	1	1
021402	011	AB2	2	1
021402	012	AB1	1	1
021402	012	AB2	2	1
021409	001	AB	1	1
021416	001	AB	1	1
021416	002	AB	1	1
021416	003	AB	1	1
021419	001	AA	1	1
021419	002	AA	1	1
021426	001	BX	1	1
021426	002	BX	1	1
021426	003	BX	1	1
021426	004	BX	1	1
021434	001	AB	1	1
021434	002	AB	1	1
021434	003	AB	1	1
021434	004	AB	1	1
021437	001	AB	1	1
021437	002	AB	1	1
021438	001	BX	1	1
021438	002	BX	1	1
021444	001	AB	1	1
021444	002	AB	1	1
021444	003	AB	1	1
021444	004	AB	1	1
021444	005	AB	1	1
021446	001	AB	1	1
021446	002	AB	1	1
021446	003	AB	1	1
021446	004	AB	1	1
021446	005	AB	1	1
021446	006	AB	1	1
021446	007	AB	1	1
021446	008	AB	1	1
021447	001	AB	1	1
021447	002	AB	1	1
021447	003	AB	1	1
021454	001	BX	1	1
021455	002	AB	1	1
021457	001	BX	1	1
021473	001	AB	1	1
021473	002	AB	1	1
021476	001	AB	1	1
021476	002	AB	1	1
021476	003	AB	1	1
021485	001	AB	1	1
021485	002	AB	1	1
021485	003	AB	1	1
021485	004	AB	1	1
021485	005	AB	1	1
021485	006	AB	1	1
021490	001	AB	1	1
021493	001	AT	1	1
021494	001	AA	1	1
021505	001	AA	1	1
021511	001	AB	1	1
021515	001	AB3	1	1
021515	002	AB3	1	1
021516	001	BT	1	1
021519	001	AB	1	1
021519	002	AB	1	1
021519	003	AB	1	1
021520	001	AB	1	1
021520	002	AB	1	1
021520	003	AB	1	1
021520	004	AB	1	1
021520	005	AB	1	1
021528	001	AT	1	1
021535	001	AB	1	1
021539	001	AP	1	1
021544	001	AB	1	1
021549	001	AB	1	1
021549	002	AB	1	1
021549	003	AB	1	1
021565	001	AT	1	1
021574	001	AB2	1	1
021574	002	AB	1	1
021575	001	AA	1	1
021595	001	AB	1	1
021605	001	AB	1	1
021611	001	AB	1	1
021611	002	AB	1	1
021615	001	AB	1	1
021615	002	AB	1	1
021615	003	AB	1	1
021618	001	AB	1	1
021618	002	AB	1	1
021630	001	AB	1	1
021636	001	AB	1	1
021636	002	AB	1	1
021644	001	AB	1	1
021656	001	AB	1	1
021656	002	AB	1	1
021676	001	AB	1	1
021689	001	AP	1	1
021689	002	AP	1	1
021692	001	AB1	1	1
021692	002	AB1	1	1
021692	003	AB1	1	1
021695	001	AB	1	1
021695	003	AB	1	1
021720	001	AB	1	1
021720	002	AB	1	1
021721	001	AA	1	1
021726	001	AB	1	1
021726	002	AB	1	1
021726	003	AB	1	1
021726	004	AB	1	1
021735	001	BX	1	1
021738	001	AT	1	1
021748	001	BX	1	1
021748	002	BX	1	1
021753	001	AB	1	1
021759	001	AP	1	1
021759	002	AP	1	1
021764	001	AT	1	1
021774	001	AB	1	1
021774	002	AB	1	1
021777	001	AB	1	1
021777	002	AB	1	1
021789	001	AB	1	1
021799	001	AB	1	1
021806	001	BX	1	1
021817	001	AP	1	1
021835	001	AT	1	1
021840	001	AB	1	1
021842	001	AB	1	1
021842	002	AB	1	1
021845	001	AB	1	1
021849	001	AB	1	1
021849	002	AB	1	1
021852	001	AB	1	1
021870	001	AP	1	1
021871	001	AB	1	1
021872	001	AP	1	1
021875	001	AB	1	1
021875	003	AB	1	1
021875	004	AB	1	1
021881	001	AA	1	1
021892	001	AB	1	1
021905	001	BX	1	1
021925	001	AB	1	1
021925	002	AB	1	1
021947	001	AB	1	1
021947	002	AB	1	1
021947	003	AB	1	1
021947	004	AB	1	1
021947	005	AB	1	1
021951	001	BX	1	1
021951	002	BX	1	1
021951	003	BX	1	1
021951	004	BX	1	1
021959	001	AB	1	1
021959	002	AB	1	1
021959	003	AB	1	1
021963	001	AB	1	1
021980	001	AP	1	1
021990	002	AB	1	1
021990	003	AB	1	1
021990	004	AB	1	1
021990	005	AB	1	1
021998	001	AB	1	1
022008	001	AB	1	1
022008	003	AB	1	1
022008	004	AB	1	1
022008	005	AB	1	1
022008	006	AB	1	1
022013	001	AB2	1	1
022033	001	AB	1	1
022033	002	AB	1	1
022037	001	AB	1	1
022037	002	AB	1	1
022037	003	AB	1	1
022037	004	AB	1	1
022046	001	AP	1	1
022064	001	AB	1	1
022103	001	AB	1	1
022104	001	AB	1	1
022104	002	AB	1	1
022104	003	AB	1	1
022115	001	AB	1	1
022115	002	AB	1	1
022115	003	AB	1	1
022115	004	AB	1	1
022115	005	AB	1	1
022115	006	AB	1	1
022119	001	AP	1	1
022137	001	AP	1	1
022157	001	AA	1	1
022160	001	AP	1	1
022160	002	AP	1	1
022186	001	AP	1	1
022195	001	AA	1	1
022195	002	AA	1	1
022195	003	AA	1	1
022195	004	TBD	1	1
022214	001	TBD	1	1
022223	001	TBD	1	1
022224	001	AB	1	1
022224	002	AB	1	1
022234	001	AP	1	1
022234	002	AP	1	1
022234	003	AP	1	1
022235	001	TBD	1	1
022235	002	TBD	1	1
022235	003	TBD	1	1
022239	001	BX	1	1
022262	001	AB	1	1
022276	001	AP	1	1
022285	001	AB	1	1
022285	002	AB	1	1
022310	001	TBD	1	1
022312	001	AP	1	1
022312	002	AP	1	1
022314	001	AB	1	1
022314	002	AB	1	1
022314	003	AB	1	1
022314	004	AB	1	1
022314	005	AB	1	1
022325	001	AP	1	1
022371	001	AB	1	1
022377	001	BX	1	1
022430	001	AB	1	1
022453	001	AP	1	1
022462	001	AP	1	1
022462	002	AP	1	1
022462	003	AP	1	1
022544	001	BX	1	1
022544	002	BX	1	1
040001	001	AB	1	1
040001	002	AB	1	1
040009	001	AB	1	1
040010	001	AA	1	1
040014	001	AT	1	1
040024	001	BP	1	1
040026	001	AA	1	1
040027	001	AA	1	1
040028	001	AA	1	1
040029	001	AA	1	1
040036	001	AB	1	1
040036	002	AB	1	1
040037	001	AT	1	1
040039	001	AT	1	1
040040	001	AT	1	1
040041	001	AT	1	1
040050	001	AA	1	1
040050	002	AA	1	1
040054	001	AB	1	1
040056	001	AP	1	1
040057	001	AP	1	1
040057	002	AP	1	1
040058	001	AB	1	1
040061	001	AA	1	1
040062	001	AB	1	1
040062	002	AB	1	1
040064	001	AT	1	1
040066	001	AT	1	1
040067	001	AT	1	1
040069	001	AT	1	1
040074	001	AT	1	1
040075	001	AT	1	1
040078	001	AP	1	1
040081	001	AB	1	1
040084	001	AA	1	1
040084	002	AA	1	1
040084	003	AA	1	1
040084	004	AA	1	1
040085	001	AA	1	1
040088	001	AA	1	1
040089	001	AP	1	1
040090	001	AA	1	1
040090	002	AA	1	1
040094	001	AA	1	1
040094	002	AA	1	1
040094	003	AA	1	1
040094	004	AA	1	1
040099	001	AA	1	1
040100	001	AA	1	1
040101	001	AB	1	1
040101	002	AB	1	1
040103	001	AA	1	1
040103	002	AA	1	1
040103	003	AA	1	1
040104	001	AB	1	1
040105	001	AA	1	1
040106	001	AA	1	1
040110	001	AA	1	1
040110	002	AA	1	1
040114	001	AB	1	1
040114	002	AB	1	1
040114	003	AB	1	1
040116	001	AB	1	1
040118	001	AB	1	1
040119	001	AA	1	1
040120	001	AB	1	1
040120	002	AB	1	1
040124	001	AA	1	1
040133	001	AB	1	1
040135	001	AB	1	1
040135	002	AB	1	1
040135	003	AB	1	1
040136	001	AP	1	1
040137	001	AA	1	1
040140	001	AP	1	1
040143	001	AA	1	1
040144	001	AA	1	1
040144	002	AA	1	1
040145	001	AB	1	1
040145	002	AB	1	1
040145	003	AB	1	1
040145	004	AB	1	1
040145	005	AB	1	1
040145	006	AB	1	1
040145	007	AB	1	1
040145	008	AB	1	1
040145	009	AB	1	1
040148	001	AA	1	1
040148	002	AA	1	1
040148	003	AA	1	1
040151	001	AA	1	1
040155	001	AA	1	1
040156	001	AB	1	1
040156	002	AB	1	1
040157	001	AA	1	1
040159	001	AB	1	1
040159	002	AB	1	1
040159	003	AB	1	1
040161	001	AB	1	1
040164	001	AT	1	1
040166	001	AT	1	1
040169	001	AA	1	1
040171	001	AA	1	1
040174	001	AP	1	1
040177	001	AA	1	1
040179	001	AA	1	1
040179	002	AA	1	1
040180	001	AA	1	1
040182	001	AA	1	1
040183	001	AB	1	1
040184	001	AA	1	1
040184	002	AA	1	1
040185	001	AB	1	1
040185	002	AB	1	1
040186	001	AA	1	1
040186	002	AA	1	1
040188	001	AA	1	1
040189	001	AB	1	1
040189	002	AB	1	1
040189	003	AB	1	1
040189	004	AB	1	1
040191	001	AA	1	1
040191	002	AA	1	1
040194	001	AB	1	1
040195	001	AB	1	1
040195	002	AB	1	1
040197	001	AB	1	1
040197	002	AB	1	1
